account_id,is_suspicious,init_balance,fraud_step_raw,first_step,last_step,out_count,out_amount,out_median_amount,out_counterparties,in_count,in_amount,in_median_amount,in_counterparties,tx_count,total_value,mean_amount,median_amount,amount_std,max_amount,active_weeks,inflow_outflow_ratio,net_flow,unique_counterparties,tx_per_counterparty,activity_tier
11514,0,189.63,-1,38.0,108.0,4.0,758.52,189.63,4.0,3.0,1003.21,448.39,3.0,7.0,1761.73,251.6757142857143,189.63,139.0148802415462,451.38,6.0,1.3225887254126458,244.69000000000005,7.0,1.0,low (<= median)
11515,0,124.76,-1,44.0,116.0,4.0,499.04,124.76,4.0,3.0,794.4300000000001,263.25,3.0,7.0,1293.47,184.78142857142856,124.76,99.38957061794285,378.82,6.0,1.5919164796409107,295.39000000000004,7.0,1.0,low (<= median)
11516,0,116.63,-1,51.0,121.0,4.0,466.48,116.62,4.0,2.0,621.7,310.85,2.0,6.0,1088.18,181.36333333333334,116.62,127.9461687846364,436.45,5.0,1.332747384668153,155.22000000000003,6.0,1.0,low (<= median)
11517,0,118.32,-1,49.0,120.0,4.0,473.24,118.31,4.0,2.0,647.88,323.94,2.0,6.0,1121.12,186.85333333333332,118.31,131.850138667605,447.52,5.0,1.3690305130589129,174.64,6.0,1.0,low (<= median)
11518,0,108.28,-1,48.0,143.0,4.0,433.08,108.27,4.0,4.0,963.54,238.43,4.0,8.0,1396.62,174.5775,117.535,100.20058279699346,359.88,6.0,2.2248545303408145,530.46,8.0,1.0,low (<= median)
11519,0,106.2,-1,34.0,129.0,4.0,424.76,106.19,4.0,1.0,247.3,247.3,1.0,5.0,672.06,134.41199999999998,106.19,63.10631046099907,247.3,4.0,0.5822111309916188,-177.45999999999998,5.0,1.0,low (<= median)
11520,1,159.92,100,24.0,147.0,10.0,869.85,86.985,5.0,6.0,1624.7,266.67,5.0,16.0,2494.55,155.909375,159.91,176.69458039108991,594.88,8.0,1.867793297695005,754.85,10.0,1.6,medium (median-p90)
11521,0,159.94,-1,41.0,114.0,4.0,639.76,159.94,4.0,4.0,968.47,191.675,4.0,8.0,1608.23,201.02875,172.01,82.1480088337943,401.04,7.0,1.5138020507690384,328.71000000000004,8.0,1.0,low (<= median)
11522,0,123.0,-1,39.0,122.0,4.0,492.0,123.0,4.0,4.0,1133.15,245.41000000000003,4.0,8.0,1625.15,203.14375,127.86,138.25668342796308,509.61,6.0,2.303150406504065,641.1500000000001,8.0,1.0,low (<= median)
11523,0,177.27,-1,35.0,122.0,4.0,709.08,177.27,4.0,4.0,926.04,197.73499999999999,4.0,8.0,1635.12,204.39,177.27,101.57889980559095,421.7,5.0,1.3059739380605855,216.95999999999992,8.0,1.0,low (<= median)
11524,0,176.97,-1,30.0,102.0,4.0,707.88,176.97,4.0,4.0,889.09,206.485,4.0,8.0,1596.97,199.62125,176.97,78.96413081492851,374.64,6.0,1.2559897157710347,181.21000000000004,8.0,1.0,low (<= median)
11525,0,193.19,-1,73.0,125.0,4.0,772.76,193.19,4.0,3.0,727.68,273.07,3.0,7.0,1500.44,214.34857142857143,193.19,69.968754080797,336.39,5.0,0.9416636471867074,-45.08000000000004,7.0,1.0,low (<= median)
11526,0,100.55,-1,54.0,90.0,4.0,402.2,100.55,4.0,2.0,535.26,267.63,2.0,6.0,937.46,156.24333333333334,100.55,119.05925023561448,397.35,4.0,1.3308304326205869,133.06,6.0,1.0,low (<= median)
11527,0,142.78,-1,57.0,123.0,4.0,571.08,142.77,4.0,3.0,607.62,136.89,3.0,7.0,1178.7,168.3857142857143,142.77,78.84109627538649,346.51,4.0,1.0639840302584576,36.539999999999964,7.0,1.0,low (<= median)
11528,0,156.9,-1,43.0,94.0,4.0,627.56,156.89,4.0,3.0,1130.09,434.29,3.0,7.0,1757.6499999999999,251.09285714285713,156.89,162.48022492129985,535.78,6.0,1.8007680540506088,502.53,7.0,1.0,low (<= median)
11529,0,133.98,-1,14.0,128.0,4.0,535.88,133.97,4.0,3.0,1268.54,391.51,3.0,7.0,1804.42,257.7742857142857,133.97,161.88894731236212,518.26,6.0,2.3672090766589533,732.66,7.0,1.0,low (<= median)
11530,0,199.14,-1,58.0,124.0,4.0,796.52,199.13,4.0,4.0,1293.37,328.185,4.0,8.0,2089.89,261.23625000000004,199.13,135.03123860134843,536.59,6.0,1.623775925274946,496.8499999999999,8.0,1.0,low (<= median)
11531,0,105.99,-1,62.0,114.0,4.0,423.92,105.98,4.0,1.0,183.16,183.16,1.0,5.0,607.08,121.41600000000001,105.98,34.51594530068675,183.16,5.0,0.4320626533308171,-240.76000000000002,5.0,1.0,low (<= median)
11532,0,102.2,-1,34.0,108.0,1.0,102.19,102.19,1.0,3.0,1175.8,368.13,3.0,4.0,1277.99,319.4975,354.38,154.707295103797,467.04,4.0,11.506018201389569,1073.61,4.0,1.0,low (<= median)
11533,0,163.66,-1,42.0,130.0,4.0,654.64,163.66,4.0,4.0,1127.69,271.255,4.0,8.0,1782.33,222.79125,173.91,95.04050346149417,401.02,7.0,1.7226109006476844,473.05000000000007,8.0,1.0,low (<= median)
11534,0,112.37,-1,36.0,124.0,4.0,449.48,112.37,4.0,3.0,1381.23,559.46,3.0,7.0,1830.71,261.53000000000003,112.37,220.15238684450674,595.86,6.0,3.072950965560203,931.75,7.0,1.0,low (<= median)
11535,0,157.36,-1,38.0,128.0,4.0,629.44,157.36,4.0,3.0,845.49,147.91,3.0,7.0,1474.93,210.70428571428573,157.36,159.49590766507072,571.47,6.0,1.3432416115912555,216.04999999999995,7.0,1.0,low (<= median)
11536,0,109.32,-1,38.0,81.0,2.0,218.62,109.31,2.0,4.0,1264.66,309.19500000000005,4.0,6.0,1483.2800000000002,247.21333333333334,260.62,118.14792400489594,385.88,5.0,5.784740645869546,1046.04,6.0,1.0,low (<= median)
11537,0,120.0,-1,13.0,124.0,4.0,480.0,120.0,4.0,2.0,728.5899999999999,364.29499999999996,2.0,6.0,1208.59,201.43166666666664,120.0,142.68414353622714,469.7,5.0,1.5178958333333332,248.58999999999992,6.0,1.0,low (<= median)
11538,0,182.4,-1,31.0,116.0,4.0,729.56,182.39,4.0,3.0,632.76,209.19,3.0,7.0,1362.32,194.61714285714285,182.39,29.783030243348158,256.07,6.0,0.86731728713197,-96.79999999999995,7.0,1.0,low (<= median)
11539,0,157.68,-1,10.0,126.0,4.0,630.68,157.67,4.0,4.0,689.36,174.48000000000002,4.0,8.0,1320.04,165.005,157.67,39.31976856493436,236.49,8.0,1.0930424303925923,58.680000000000064,8.0,1.0,low (<= median)
11540,1,190.52,127,24.0,128.0,9.0,998.6800000000001,190.52,6.0,8.0,1509.46,104.075,5.0,17.0,2508.1400000000003,147.53764705882352,190.52,161.98839458929658,570.76,8.0,1.5114551207594022,510.78,11.0,1.5454545454545454,medium (median-p90)
11541,0,124.5,-1,7.0,101.0,4.0,498.0,124.5,4.0,3.0,1297.69,551.21,3.0,7.0,1795.69,256.52714285714285,124.5,203.98606870031475,554.7,7.0,2.6058032128514057,799.69,7.0,1.0,low (<= median)
11542,1,127.53,108,52.0,117.0,10.0,724.75,72.475,5.0,4.0,1236.22,282.81,4.0,14.0,1960.97,140.0692857142857,127.52,147.6419477324103,546.4,7.0,1.7057192135219041,511.47,9.0,1.5555555555555556,medium (median-p90)
11543,0,131.28,-1,40.0,121.0,4.0,525.08,131.27,4.0,3.0,862.93,340.27,3.0,7.0,1388.01,198.28714285714287,131.27,102.77088201663052,354.33,6.0,1.6434257636931513,337.8499999999999,7.0,1.0,low (<= median)
11544,0,146.52,-1,31.0,127.0,4.0,586.08,146.52,4.0,4.0,1055.15,269.21500000000003,4.0,8.0,1641.23,205.15375,146.52,121.48650894382118,414.64,7.0,1.800351487851488,469.07000000000005,8.0,1.0,low (<= median)
11545,0,101.09,-1,47.0,91.0,4.0,404.32,101.08,4.0,2.0,652.49,326.245,2.0,6.0,1056.81,176.135,101.08,118.57686684172425,363.01,6.0,1.6137960031658094,248.17000000000002,6.0,1.0,low (<= median)
11546,1,154.52,-1,50.0,122.0,5.0,772.6,154.52,5.0,3.0,689.61,164.33,3.0,8.0,1462.21,182.77625,154.52,77.3260780142859,373.92,7.0,0.8925834843385969,-82.99000000000001,8.0,1.0,low (<= median)
11547,0,136.85,-1,35.0,83.0,4.0,547.4,136.85,4.0,1.0,181.47,181.47,1.0,5.0,728.87,145.774,136.85,19.954670631208124,181.47,5.0,0.3315126050420168,-365.92999999999995,5.0,1.0,low (<= median)
11548,0,180.34,-1,51.0,114.0,4.0,721.32,180.33,4.0,2.0,719.24,359.62,2.0,6.0,1440.56,240.09333333333333,180.33,150.94159952334766,548.11,4.0,0.9971163977152997,-2.080000000000041,6.0,1.0,low (<= median)
11549,0,156.14,-1,56.0,144.0,4.0,624.52,156.13,4.0,4.0,889.02,194.38,4.0,8.0,1513.54,189.1925,156.13,67.55703912779397,348.26,7.0,1.4235252674053673,264.5,8.0,1.0,low (<= median)
11550,0,104.83,-1,31.0,113.0,4.0,419.32,104.83,4.0,3.0,1087.51,314.41,3.0,7.0,1506.83,215.26142857142855,104.83,149.09872025256416,476.25,7.0,2.5935085376323572,668.19,7.0,1.0,low (<= median)
11551,0,141.5,-1,39.0,124.0,4.0,566.0,141.5,4.0,3.0,793.9200000000001,177.97,3.0,7.0,1359.92,194.27428571428572,141.5,125.8468921424155,477.92,6.0,1.4026855123674913,227.92000000000007,7.0,1.0,low (<= median)
11552,0,191.67,-1,29.0,118.0,4.0,766.64,191.66,4.0,4.0,882.02,181.67000000000002,4.0,8.0,1648.6599999999999,206.0825,191.66,62.1370054798266,357.1,7.0,1.1505008869873734,115.38,8.0,1.0,low (<= median)
11553,0,172.15,-1,7.0,114.0,4.0,688.56,172.14,4.0,3.0,587.6700000000001,179.25,3.0,7.0,1276.23,182.31857142857143,172.14,34.19861470321639,257.29,7.0,0.8534768211920531,-100.88999999999987,7.0,1.0,low (<= median)
11554,0,156.43,-1,27.0,120.0,4.0,625.68,156.42,4.0,3.0,942.22,299.73,3.0,7.0,1567.9,223.9857142857143,156.42,121.41458147701246,472.13,6.0,1.5059135660401486,316.5400000000001,7.0,1.0,low (<= median)
11555,0,112.54,-1,46.0,105.0,4.0,450.16,112.54,4.0,4.0,800.51,169.29,4.0,8.0,1250.67,156.33375,112.54,87.33099792292704,355.35,6.0,1.778278834192287,350.34999999999997,8.0,1.0,low (<= median)
11556,0,190.75,-1,34.0,81.0,1.0,190.75,190.75,1.0,4.0,1304.35,320.995,4.0,5.0,1495.1,299.02,226.58,122.13149573308272,447.54,5.0,6.838007863695936,1113.6,5.0,1.0,low (<= median)
11557,0,162.12,-1,12.0,80.0,4.0,648.44,162.11,4.0,4.0,1296.6100000000001,336.955,4.0,8.0,1945.0500000000002,243.13125000000002,162.11,153.69123540746045,514.19,5.0,1.999583616063167,648.1700000000001,8.0,1.0,low (<= median)
11558,0,173.8,-1,25.0,96.0,4.0,695.2,173.8,4.0,3.0,792.75,196.44,3.0,7.0,1487.95,212.56428571428572,173.8,110.14626394891822,459.2,6.0,1.140319332566168,97.54999999999995,7.0,1.0,low (<= median)
11559,0,178.59,-1,33.0,90.0,4.0,714.32,178.58,4.0,2.0,817.14,408.57,2.0,6.0,1531.46,255.24333333333334,178.58,121.98294973752138,452.57,5.0,1.1439410908276402,102.81999999999994,6.0,1.0,low (<= median)
11560,0,191.82,-1,32.0,129.0,4.0,767.28,191.82,4.0,3.0,654.73,193.52,3.0,7.0,1422.01,203.1442857142857,191.82,50.10488793758645,311.07,7.0,0.8533130017724951,-112.54999999999995,7.0,1.0,low (<= median)
11561,0,107.65,-1,35.0,126.0,4.0,430.6,107.65,4.0,4.0,636.16,133.73000000000002,4.0,8.0,1066.76,133.345,107.65,55.85712488125396,267.75,5.0,1.477380399442638,205.55999999999995,8.0,1.0,low (<= median)
11562,0,123.59,-1,46.0,98.0,4.0,494.32,123.58,4.0,3.0,449.01,158.58,3.0,7.0,943.3299999999999,134.76142857142858,123.58,28.476312043855817,187.52,5.0,0.9083387279495064,-45.31,7.0,1.0,low (<= median)
11563,0,105.06,-1,53.0,75.0,1.0,105.05,105.05,1.0,3.0,451.25,147.82,3.0,4.0,556.3,139.075,145.42000000000002,23.839189723366584,160.41,4.0,4.295573536411233,346.2,4.0,1.0,low (<= median)
11564,0,161.6,-1,48.0,118.0,4.0,646.4,161.6,4.0,4.0,1300.87,346.36,4.0,8.0,1947.27,243.40875,177.76,107.73467321387297,414.23,7.0,2.01248452970297,654.4699999999999,8.0,1.0,low (<= median)
11565,0,195.01,-1,30.0,140.0,4.0,780.0,195.0,4.0,4.0,1162.8300000000002,241.91000000000003,4.0,8.0,1942.8300000000002,242.85375000000002,195.0,126.49076453441177,532.59,7.0,1.4908076923076925,382.83000000000015,8.0,1.0,low (<= median)
11566,0,131.42,-1,61.0,116.0,4.0,525.64,131.41,4.0,2.0,429.99,214.995,2.0,6.0,955.63,159.27166666666668,131.41,49.30942239234472,252.69,5.0,0.8180313522562971,-95.64999999999998,6.0,1.0,low (<= median)
11567,0,148.8,-1,52.0,125.0,4.0,595.2,148.8,4.0,3.0,849.8299999999999,218.75,3.0,7.0,1445.03,206.43285714285713,148.8,105.81877522668738,437.89,5.0,1.4278057795698922,254.62999999999988,7.0,1.0,low (<= median)
11568,0,165.55,-1,17.0,79.0,4.0,662.2,165.55,4.0,4.0,1137.4299999999998,245.905,4.0,8.0,1799.6299999999999,224.95375,165.55,114.24183733735327,483.7,6.0,1.717653276955602,475.2299999999998,8.0,1.0,low (<= median)
11569,0,112.43,-1,31.0,120.0,4.0,449.72,112.43,4.0,3.0,811.04,261.79,3.0,7.0,1260.76,180.10857142857142,112.43,84.98203191039296,289.98,6.0,1.803433247353909,361.31999999999994,7.0,1.0,low (<= median)
11570,0,197.4,-1,6.0,124.0,4.0,789.56,197.39,4.0,4.0,1381.0300000000002,367.95500000000004,4.0,8.0,2170.59,271.32375,223.485,89.87229510135877,395.54,8.0,1.749113430264958,591.4700000000003,8.0,1.0,low (<= median)
11571,0,155.97,-1,30.0,108.0,4.0,623.88,155.97,4.0,3.0,693.26,180.66,3.0,7.0,1317.1399999999999,188.16285714285715,155.97,83.59453584899867,375.55,5.0,1.111207283451946,69.38,7.0,1.0,low (<= median)
11572,0,155.54,-1,30.0,74.0,4.0,622.12,155.53,4.0,2.0,842.46,421.23,2.0,6.0,1464.58,244.09666666666666,155.53,167.86398633020326,574.14,4.0,1.3541760432070984,220.34000000000003,6.0,1.0,low (<= median)
11573,0,153.24,-1,36.0,101.0,4.0,612.96,153.24,4.0,4.0,1292.15,322.705,4.0,8.0,1905.1100000000001,238.13875000000002,153.24,178.99272135540676,531.9,5.0,2.108049464891673,679.19,8.0,1.0,low (<= median)
11574,0,103.0,-1,30.0,102.0,4.0,412.0,103.0,4.0,1.0,174.1,174.1,1.0,5.0,586.1,117.22,103.0,31.796886640047006,174.1,5.0,0.4225728155339806,-237.9,5.0,1.0,low (<= median)
11575,0,127.22,-1,45.0,121.0,4.0,508.88,127.22,4.0,3.0,685.96,244.25,3.0,7.0,1194.8400000000001,170.69142857142856,127.22,64.40219469049467,279.52,5.0,1.347979877377771,177.08000000000004,7.0,1.0,low (<= median)
11576,0,102.55,-1,76.0,136.0,4.0,410.2,102.55,4.0,4.0,864.08,193.54000000000002,4.0,8.0,1274.28,159.285,136.55,73.0957606744155,306.45,6.0,2.1064846416382252,453.88000000000005,8.0,1.0,low (<= median)
11577,0,174.03,-1,37.0,121.0,4.0,696.08,174.02,4.0,3.0,851.73,171.75,3.0,7.0,1547.81,221.1157142857143,174.02,134.3381526667118,525.34,4.0,1.2236093552465233,155.64999999999998,7.0,1.0,low (<= median)
11578,0,135.85,-1,31.0,125.0,4.0,543.4,135.85,4.0,3.0,1045.49,371.45,3.0,7.0,1588.8899999999999,226.9842857142857,135.85,118.35194447876538,390.57,6.0,1.9239786529260214,502.09000000000003,7.0,1.0,low (<= median)
11579,0,190.41,-1,73.0,133.0,4.0,761.64,190.41,4.0,1.0,337.76,337.76,1.0,5.0,1099.4,219.88000000000002,190.41,65.8969232969188,337.76,4.0,0.44346410377606216,-423.88,5.0,1.0,low (<= median)
11580,0,112.66,-1,83.0,135.0,4.0,450.64,112.66,4.0,2.0,275.84000000000003,137.92000000000002,2.0,6.0,726.48,121.08,112.66,19.34150769717811,160.5,5.0,0.6121072252796025,-174.79999999999995,6.0,1.0,low (<= median)
11581,0,105.75,-1,41.0,131.0,4.0,423.0,105.75,4.0,2.0,788.14,394.07,2.0,6.0,1211.1399999999999,201.85666666666665,105.75,158.77158985998304,481.26,4.0,1.8632151300236406,365.14,6.0,1.0,low (<= median)
11582,0,103.66,-1,43.0,146.0,4.0,414.64,103.66,4.0,3.0,921.74,181.58,3.0,7.0,1336.38,190.9114285714286,103.66,177.75038756906378,587.83,7.0,2.222988616631295,507.1,7.0,1.0,low (<= median)
11583,0,117.77,-1,40.0,140.0,4.0,471.04,117.76,4.0,3.0,1262.09,479.23,3.0,7.0,1733.1299999999999,247.58999999999997,117.76,191.9604443628947,562.65,7.0,2.6793690557065215,791.05,7.0,1.0,low (<= median)
11584,0,156.09,-1,21.0,72.0,4.0,624.32,156.08,4.0,3.0,948.04,183.85,3.0,7.0,1572.3600000000001,224.62285714285716,156.08,160.21963495093078,587.0,6.0,1.518516145566376,323.7199999999999,7.0,1.0,low (<= median)
11585,0,157.92,-1,27.0,111.0,4.0,631.64,157.91,4.0,4.0,1417.03,327.275,4.0,8.0,2048.67,256.08375,173.12,148.74671193844924,574.15,7.0,2.243413969982902,785.39,8.0,1.0,low (<= median)
11586,0,170.32,-1,15.0,113.0,4.0,681.28,170.32,4.0,4.0,1202.13,283.73,4.0,8.0,1883.41,235.42624999999998,205.20999999999998,81.92810592874359,394.57,6.0,1.76451679192109,520.8500000000001,8.0,1.0,low (<= median)
11587,0,145.68,-1,36.0,117.0,4.0,582.68,145.67,4.0,2.0,458.91999999999996,229.45999999999998,2.0,6.0,1041.6,173.6,145.67,51.786521412429316,274.45,6.0,0.7876021143680922,-123.75999999999999,6.0,1.0,low (<= median)
11588,0,118.48,-1,35.0,116.0,4.0,473.92,118.48,4.0,3.0,868.64,341.7,3.0,7.0,1342.56,191.7942857142857,118.48,119.43026903555379,388.64,5.0,1.8328831870357865,394.71999999999997,7.0,1.0,low (<= median)
11589,0,150.7,-1,34.0,113.0,4.0,602.76,150.69,4.0,4.0,1049.18,184.70499999999998,4.0,8.0,1651.94,206.4925,150.69,146.0305278015525,558.15,7.0,1.7406264516557173,446.4200000000001,8.0,1.0,low (<= median)
11590,0,120.42,-1,45.0,120.0,4.0,481.64,120.41,4.0,3.0,729.95,241.08,3.0,7.0,1211.5900000000001,173.08428571428573,120.41,69.72604961732807,284.85,5.0,1.5155510339672786,248.31000000000006,7.0,1.0,low (<= median)
11591,0,157.03,-1,28.0,129.0,4.0,628.08,157.02,4.0,4.0,1082.76,269.09000000000003,4.0,8.0,1710.8400000000001,213.85500000000002,169.01,82.40467722509099,363.58,5.0,1.7239205196790217,454.67999999999995,8.0,1.0,low (<= median)
11592,0,121.03,-1,35.0,103.0,4.0,484.08,121.02,4.0,2.0,529.52,264.76,2.0,6.0,1013.5999999999999,168.9333333333333,121.02,111.32823750813027,395.95,6.0,1.093868782019501,45.44,6.0,1.0,low (<= median)
11593,0,188.22,-1,35.0,129.0,4.0,752.88,188.22,4.0,3.0,930.6,302.17,3.0,7.0,1683.48,240.49714285714285,188.22,68.69198029714136,351.01,7.0,1.2360535543512912,177.72000000000003,7.0,1.0,low (<= median)
11594,0,144.26,-1,49.0,98.0,4.0,577.0,144.25,4.0,3.0,578.9300000000001,162.11,3.0,7.0,1155.93,165.13285714285715,144.25,52.07139896791895,281.79,4.0,1.0033448873483537,1.9300000000000637,7.0,1.0,low (<= median)
11595,0,176.79,-1,34.0,104.0,4.0,707.12,176.78,4.0,3.0,880.04,308.3,3.0,7.0,1587.1599999999999,226.73714285714286,176.78,70.94589316615061,343.19,7.0,1.2445412376965719,172.91999999999996,7.0,1.0,low (<= median)
11596,0,120.39,-1,43.0,123.0,4.0,481.52,120.38,4.0,1.0,434.82,434.82,1.0,5.0,916.3399999999999,183.26799999999997,120.38,140.62184296900676,434.82,5.0,0.9030154510716066,-46.69999999999999,5.0,1.0,low (<= median)
11597,0,191.69,-1,52.0,131.0,4.0,766.76,191.69,4.0,2.0,231.43,115.715,2.0,6.0,998.19,166.365,191.69,40.15904269277343,191.69,6.0,0.3018284730554541,-535.3299999999999,6.0,1.0,low (<= median)
11598,1,100.52,110,34.0,124.0,9.0,543.95,100.51,5.0,4.0,408.40999999999997,95.785,3.0,13.0,952.36,73.25846153846155,100.51,68.83822555409093,206.49,7.0,0.7508226859086312,-135.54000000000008,8.0,1.625,medium (median-p90)
11599,0,167.3,-1,41.0,123.0,4.0,669.2,167.3,4.0,2.0,596.65,298.325,2.0,6.0,1265.85,210.975,167.3,73.81523629983175,344.98,5.0,0.8915869695158397,-72.55000000000007,6.0,1.0,low (<= median)
11600,0,385.8,-1,16.0,116.0,4.0,1543.16,385.79,4.0,4.0,1004.57,239.29,4.0,8.0,2547.73,318.46625,369.13,86.91574063219424,385.79,7.0,0.6509823997511599,-538.59,8.0,1.0,low (<= median)
11601,0,359.25,-1,48.0,121.0,4.0,1437.0,359.25,4.0,3.0,628.23,193.41,3.0,7.0,2065.23,295.03285714285715,359.25,90.17420449963979,359.25,5.0,0.43718162839248437,-808.77,7.0,1.0,low (<= median)
11602,0,325.66,-1,25.0,126.0,4.0,1302.64,325.66,4.0,2.0,295.82,147.91,2.0,6.0,1598.46,266.41,325.66,96.16840354295168,325.66,6.0,0.22709267334029354,-1006.8200000000002,6.0,1.0,low (<= median)
11603,0,205.38,-1,25.0,92.0,1.0,205.38,205.38,1.0,3.0,1666.1799999999998,575.29,3.0,4.0,1871.56,467.89,534.085,180.74104366929683,598.01,4.0,8.112669198558768,1460.7999999999997,4.0,1.0,low (<= median)
11604,0,389.78,-1,51.0,123.0,4.0,1559.08,389.77,4.0,2.0,695.62,347.81,2.0,6.0,2254.7,375.7833333333333,389.77,114.78622559639577,526.04,5.0,0.4461733843035637,-863.4599999999999,6.0,1.0,low (<= median)
11605,0,203.97,-1,36.0,94.0,4.0,815.88,203.97,4.0,3.0,656.65,229.63,3.0,7.0,1472.53,210.36142857142858,203.97,61.88114290815133,319.39,4.0,0.804836495563073,-159.23000000000002,7.0,1.0,low (<= median)
11606,0,340.01,-1,50.0,107.0,4.0,1360.04,340.01,4.0,4.0,767.6400000000001,168.54500000000002,4.0,8.0,2127.6800000000003,265.96,331.9,99.7158876866814,340.01,7.0,0.5644245757477722,-592.3999999999999,8.0,1.0,low (<= median)
11607,0,225.14,-1,32.0,117.0,4.0,900.52,225.13,4.0,4.0,589.74,139.97,4.0,8.0,1490.26,186.2825,211.425,47.9023422481317,225.13,7.0,0.6548882867676454,-310.78,8.0,1.0,low (<= median)
11608,0,341.75,-1,39.0,121.0,4.0,1367.0,341.75,4.0,2.0,751.3199999999999,375.65999999999997,2.0,6.0,2118.3199999999997,353.05333333333334,341.75,62.983895296072845,471.32,5.0,0.5496122896854425,-615.6800000000001,6.0,1.0,low (<= median)
11609,0,258.1,-1,37.0,126.0,4.0,1032.4,258.1,4.0,2.0,474.71999999999997,237.35999999999999,2.0,6.0,1507.1200000000001,251.1866666666667,258.1,72.12792376511796,350.14,5.0,0.45982177450600537,-557.6800000000001,6.0,1.0,low (<= median)
11610,0,272.7,-1,31.0,127.0,4.0,1090.8,272.7,4.0,3.0,915.6700000000001,365.17,3.0,7.0,2006.47,286.6385714285714,272.7,63.4865847846539,367.39,6.0,0.8394481114778145,-175.12999999999988,7.0,1.0,low (<= median)
11611,1,373.77,54,35.0,119.0,10.0,1886.25,188.935,5.0,2.0,772.4000000000001,386.20000000000005,2.0,12.0,2658.65,221.55416666666667,338.9,195.70638120586912,468.36,7.0,0.4094897282968854,-1113.85,7.0,1.7142857142857142,medium (median-p90)
11612,0,211.47,-1,78.0,120.0,4.0,845.88,211.47,4.0,1.0,151.52,151.52,1.0,5.0,997.4,199.48,211.47,26.810455050222473,211.47,5.0,0.1791270629403698,-694.36,5.0,1.0,low (<= median)
11613,0,267.24,-1,46.0,132.0,4.0,1068.92,267.23,4.0,4.0,1414.99,399.96500000000003,4.0,8.0,2483.91,310.48875,267.23,79.8443545615915,410.2,8.0,1.323756688994499,346.06999999999994,8.0,1.0,low (<= median)
11614,0,292.43,-1,45.0,130.0,4.0,1169.68,292.42,4.0,2.0,699.24,349.62,2.0,6.0,1868.92,311.4866666666667,292.42,123.44886725550245,539.14,5.0,0.5978045277340811,-470.44000000000005,6.0,1.0,low (<= median)
11615,0,313.52,-1,55.0,126.0,4.0,1254.04,313.51,4.0,2.0,778.27,389.135,2.0,6.0,2032.31,338.7183333333333,313.51,70.60507189052828,482.14,4.0,0.6206101878727951,-475.77,6.0,1.0,low (<= median)
11616,0,395.64,-1,9.0,66.0,4.0,1582.56,395.64,4.0,4.0,901.63,202.12,4.0,8.0,2484.19,310.52375,377.16999999999996,110.07634207189376,395.64,6.0,0.5697287938529977,-680.93,8.0,1.0,low (<= median)
11617,0,247.53,-1,42.0,106.0,4.0,990.08,247.52,4.0,3.0,713.97,257.26,3.0,7.0,1704.0500000000002,243.43571428571428,247.52,22.157830712972828,261.77,6.0,0.721123545572075,-276.11,7.0,1.0,low (<= median)
11618,0,345.04,-1,44.0,125.0,4.0,1380.16,345.04,4.0,4.0,695.88,186.625,4.0,8.0,2076.04,259.505,280.74,97.28207528331502,345.04,7.0,0.5042024113146302,-684.2800000000001,8.0,1.0,low (<= median)
11619,0,266.13,-1,34.0,115.0,4.0,1064.52,266.13,4.0,3.0,876.1,177.27,3.0,7.0,1940.62,277.2314285714286,266.13,119.6000588668433,529.58,6.0,0.823000037575621,-188.41999999999996,7.0,1.0,low (<= median)
11620,0,254.26,-1,58.0,115.0,4.0,1017.0,254.25,4.0,4.0,1642.08,414.23,4.0,8.0,2659.08,332.385,254.25,132.0898366372566,582.9,6.0,1.614631268436578,625.0799999999999,8.0,1.0,low (<= median)
11621,0,228.79,-1,30.0,122.0,4.0,915.12,228.78,4.0,2.0,325.05,162.525,2.0,6.0,1240.17,206.69500000000002,228.78,34.23361257594647,228.78,5.0,0.3551993181222135,-590.0699999999999,6.0,1.0,low (<= median)
11622,0,219.79,-1,44.0,104.0,2.0,439.56,219.78,2.0,4.0,1187.94,269.68,4.0,6.0,1627.5,271.25,219.78,146.21000225702755,506.47,6.0,2.7025662025662025,748.3800000000001,6.0,1.0,low (<= median)
11623,0,203.29,-1,36.0,108.0,4.0,813.12,203.28,4.0,2.0,414.53999999999996,207.26999999999998,2.0,6.0,1227.6599999999999,204.61,203.28,33.772790231190555,260.57,6.0,0.5098140495867768,-398.58000000000004,6.0,1.0,low (<= median)
11624,0,209.73,-1,31.0,117.0,4.0,838.88,209.72,4.0,3.0,1578.43,532.55,3.0,7.0,2417.31,345.33,209.72,174.76666434611224,598.96,7.0,1.8815921228304406,739.5500000000001,7.0,1.0,low (<= median)
11625,0,346.73,-1,51.0,76.0,1.0,346.73,346.73,1.0,1.0,173.6,173.6,1.0,2.0,520.33,260.165,260.165,122.421397026827,346.73,2.0,0.5006777607937011,-173.13000000000002,2.0,1.0,low (<= median)
11626,0,387.77,-1,49.0,127.0,4.0,1551.04,387.76,4.0,4.0,1268.43,260.74,4.0,8.0,2819.4700000000003,352.43375,387.76,131.30560753312426,594.57,8.0,0.817793222611925,-282.6099999999999,8.0,1.0,low (<= median)
